Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
35364,692.505,258.7961821,174.2702258,1.485028099,0.739289317,35651,212.1952951,0.760646993,0.991949735,0.926670674,0.819932092,0.007318069,0.002040271,0.672288636,0.998367515,DERMASON
47681,813.399,303.6207555,200.4927503,1.514372739,0.750967286,48101,246.3926434,0.713915673,0.991268373,0.905624058,0.811514493,0.006367751,0.001703535,0.658555772,0.997298909,SIRA
40633,750.263,268.3977998,193.1601358,1.389509272,0.694307427,41121,227.4544843,0.755330421,0.988132584,0.907113632,0.847452865,0.006605414,0.002101561,0.718176358,0.997912708,DERMASON
34291,680.903,250.314032,174.6730289,1.433043405,0.716277481,34664,208.9513274,0.757812155,0.989239557,0.929436062,0.834756748,0.007299701,0.002186375,0.696818829,0.998571627,DERMASON
38498,726.546,264.5539977,185.9382943,1.422805338,0.711351098,38858,221.3982294,0.733840377,0.990735498,0.916477485,0.836873498,0.006871889,0.002079195,0.700357251,0.996472036,DERMASON
26145,593.741,217.4136744,153.3228931,1.418011818,0.708995762,26419,182.4523168,0.796326754,0.989628676,0.931975361,0.839194302,0.008315688,0.002544064,0.704247077,0.998630678,DERMASON
34327,677.311,231.1581283,189.3043718,1.221092393,0.573880789,34714,209.0609812,0.793596116,0.98885176,0.940306539,0.904406791,0.006734003,0.002779127,0.817951644,0.998794531,SEKER
25961,605.859,232.3037239,142.8710443,1.625967844,0.788512825,26272,181.8091632,0.69503641,0.988162302,0.888767477,0.782635595,0.008948181,0.00207087,0.612518475,0.995935344,DERMASON
41780,744.211,257.1975541,207.0124766,1.242425376,0.593441243,42194,230.6424683,0.763077148,0.990188178,0.947951526,0.896752184,0.006155997,0.002455658,0.804164479,0.999114355,SEKER
34566,690.139,252.0327181,175.3030169,1.437697551,0.718471319,35009,209.787507,0.740932865,0.987346111,0.911981123,0.832382036,0.007291348,0.002159128,0.692859854,0.996122915,DERMASON
38727,711.247,245.0828861,201.8026417,1.214468175,0.56745315,39004,222.0557314,0.749144018,0.992898164,0.962017172,0.9060434,0.006328476,0.002630722,0.820914643,0.996974709,SEKER
27509,616.649,230.1196917,152.486387,1.509116297,0.748938551,27861,187.1511331,0.790397655,0.987365852,0.909093608,0.81327735,0.008365251,0.002257426,0.661420048,0.998159775,DERMASON
40995,768.551,284.8235322,184.0812791,1.547270497,0.763083928,41509,228.4654353,0.681070574,0.987617143,0.872158406,0.802129773,0.006947763,0.001774203,0.643412173,0.995532673,SIRA
46860,816.488,310.3916742,192.4268974,1.613036838,0.784642389,47295,244.2621646,0.774814398,0.99080241,0.883308757,0.786948185,0.006623809,0.001567011,0.619287446,0.998933463,SIRA
37493,695.177,242.8672064,196.6838318,1.234810224,0.586649371,37758,218.4892909,0.78177193,0.99298162,0.974920642,0.899624507,0.006477668,0.00261724,0.809324254,0.999361864,SEKER
43377,789.87,295.439811,187.7423545,1.573644966,0.772127738,43967,235.0091737,0.694043105,0.986580845,0.873691555,0.795455335,0.006810978,0.001682103,0.632749189,0.995722576,SIRA
39175,719.195,259.1594304,192.8686345,1.343709572,0.667947455,39457,223.336426,0.756390948,0.992852979,0.95175584,0.861772329,0.006615429,0.00225065,0.742651548,0.997907993,SEKER
38200,701.769,239.6062492,203.1787473,1.179287954,0.530045317,38503,220.5396804,0.758568648,0.992130483,0.9747312,0.920425411,0.006272415,0.002776956,0.847182937,0.999072632,SEKER
38799,724.963,269.368105,184.1153837,1.463039642,0.729942573,39127,222.262055,0.828790533,0.991617042,0.927681108,0.825123876,0.006942656,0.001985098,0.680829411,0.996080418,DERMASON
45626,811.443,298.4302641,195.6863029,1.525044214,0.755005294,46236,241.0245371,0.80828373,0.986806817,0.870775545,0.807641068,0.006540794,0.001716658,0.652284094,0.994762083,SIRA
26168,601.464,218.9375896,152.8051196,1.432789622,0.716157046,26520,182.5325516,0.789929665,0.986726998,0.908994214,0.833719563,0.008366615,0.002493501,0.69508831,0.995915318,DERMASON
44468,790.341,308.7121015,184.8243493,1.670299951,0.800977191,45091,237.9462462,0.783218261,0.986183496,0.894599058,0.770770712,0.006942343,0.001511425,0.59408749,0.992304305,SIRA
24212,565.792,206.2606833,149.7801556,1.377089524,0.68751603,24489,175.578119,0.728136653,0.988688799,0.950444856,0.851243757,0.008518944,0.002759188,0.724615934,0.997861011,DERMASON
34807,696.887,269.4120614,164.7731368,1.635048447,0.791165072,35138,210.5175737,0.765224465,0.990579999,0.900641036,0.781396247,0.007740169,0.001779982,0.610580095,0.998328036,DERMASON
34474,672.3,225.6494093,194.6503481,1.159255102,0.505847536,34774,209.5081384,0.793308174,0.991372865,0.958462926,0.92846748,0.006545495,0.003000469,0.862051862,0.999338019,SEKER
33338,675.102,244.6992602,173.8084438,1.407867506,0.703905018,33716,206.0273281,0.789177161,0.988788706,0.919201273,0.841961386,0.00733995,0.002275315,0.708898975,0.998035831,DERMASON
41831,765.458,284.6439957,187.7042585,1.516449323,0.751761446,42315,230.7831957,0.698860599,0.988561976,0.897150654,0.810778373,0.006804618,0.001813812,0.65736157,0.996855507,SIRA
31220,671.127,258.0112672,154.6042127,1.668850174,0.800588174,31589,199.3753711,0.717701149,0.988318719,0.871030456,0.772739009,0.008264294,0.001817678,0.597125577,0.996513123,DERMASON
42841,787.784,303.1991154,180.5592945,1.679221866,0.803344987,43334,233.5526821,0.699844809,0.988623252,0.867471373,0.770294735,0.007077312,0.001537007,0.593353978,0.996372975,SIRA
36269,713.039,264.0500653,175.1964004,1.507166041,0.74817903,36751,214.8932876,0.77770392,0.986884711,0.896435149,0.813835389,0.007280324,0.001970048,0.66232804,0.998238331,DERMASON
50961,869.395,348.3741536,187.1450483,1.861519483,0.843457723,51616,254.7264424,0.69075309,0.987310136,0.847253807,0.731186398,0.006836093,0.001205314,0.534633548,0.995230766,SIRA
38441,740.082,290.2403582,168.9692311,1.717711303,0.813067085,38777,221.234268,0.779657236,0.99133507,0.881951814,0.762245021,0.007550281,0.001572249,0.581017472,0.99802028,DERMASON
32581,649.583,224.4241779,184.9234713,1.213605695,0.566603091,32851,203.6747839,0.772061611,0.991781072,0.970297635,0.907543857,0.006888192,0.002882408,0.823635852,0.99956916,SEKER
52233,863.826,330.2349581,202.3343202,1.632125275,0.790317075,52819,257.8858684,0.784632717,0.988905507,0.879634574,0.780916321,0.006322343,0.00145036,0.6098303,0.995319446,SIRA
34727,698.375,260.6260974,170.2968072,1.530422688,0.757000536,35171,210.275509,0.753624132,0.987375963,0.894745993,0.806809107,0.007504999,0.001961614,0.650940936,0.996214776,DERMASON
38838,711.171,244.2392537,202.8969925,1.203759852,0.556674833,39190,222.3737337,0.78785297,0.991018117,0.964980737,0.910474997,0.006288667,0.002665695,0.828964719,0.997874448,SEKER
39435,735.516,275.860289,182.3901964,1.512473227,0.750237238,39841,224.0763295,0.770877316,0.989809493,0.916025282,0.812281936,0.006995316,0.001878513,0.659801943,0.997932774,SIRA
36100,714.927,272.4229742,169.6380205,1.605907528,0.782459991,36578,214.3920417,0.716497301,0.986932036,0.887551716,0.786982237,0.007546343,0.001785566,0.619341042,0.994604442,DERMASON
40213,745.819,273.6362772,188.2192695,1.453816487,0.725857862,40579,226.2758976,0.811073013,0.990980556,0.908467619,0.826922146,0.006804672,0.001962662,0.683800236,0.994120056,DERMASON
45937,785.38,286.12968,204.6624782,1.398056364,0.698839265,46393,241.8445885,0.755269475,0.990170931,0.935864165,0.845227201,0.006228741,0.001960983,0.714409021,0.998784078,SIRA
45009,768.751,277.9183465,206.4853569,1.345947,0.669323269,45398,239.3893036,0.743643123,0.991431341,0.95705708,0.861365601,0.006174728,0.002096755,0.741950698,0.998626317,SEKER
43290,750.678,252.755722,218.4624697,1.156975486,0.502937901,43615,234.7733799,0.784395441,0.992548435,0.96536172,0.928854856,0.005838663,0.002680925,0.862771344,0.998205295,SEKER
46333,813.226,309.3905459,192.3269846,1.608669457,0.783309629,46766,242.8847624,0.701175865,0.990741137,0.88039542,0.785042613,0.006677542,0.001564477,0.616291904,0.991409962,SIRA
28771,635.01,233.3597483,157.2593398,1.483916622,0.738829584,29223,191.3958593,0.735267059,0.984532731,0.896610235,0.820175119,0.008110936,0.002264004,0.672687225,0.998211755,DERMASON
39078,734.17,280.6804903,178.028368,1.576605422,0.773108242,39474,223.0597564,0.780935252,0.98996808,0.91106408,0.794710584,0.007182571,0.00176724,0.631564913,0.995728665,DERMASON
25677,586.209,215.5427721,151.9313763,1.418685049,0.709328475,25895,180.8119791,0.743248328,0.991581386,0.938964518,0.838868209,0.008394391,0.002564153,0.703699872,0.998328487,DERMASON
31667,654.114,244.4430233,165.2762433,1.478996729,0.736778658,31918,200.7976012,0.79127936,0.992136099,0.93005771,0.821449508,0.007719172,0.002168073,0.674779294,0.997996369,DERMASON
32284,675.377,260.3947754,158.1645121,1.646353989,0.794394018,32700,202.7443352,0.726871552,0.987278287,0.88941545,0.778603699,0.008065753,0.001828481,0.606223719,0.998058839,DERMASON
45183,782.681,293.2475521,196.5511515,1.491965577,0.742129293,45524,239.851584,0.800435799,0.992509446,0.926862571,0.817915042,0.006490219,0.001791727,0.668985016,0.998102616,SIRA
30506,653.974,240.7516538,161.636423,1.489464127,0.741111107,30904,197.0823319,0.768645434,0.987121408,0.896342863,0.818612578,0.007891944,0.002186137,0.670126553,0.998129461,DERMASON
46625,785.745,275.8307819,215.8361969,1.277963502,0.622656917,47081,243.648915,0.748346816,0.990314564,0.948998348,0.8833275,0.005915942,0.002221727,0.780267472,0.997153351,SEKER
35058,691.502,255.7870162,174.650759,1.464562866,0.730607587,35448,211.2752516,0.787324829,0.988997969,0.921319195,0.825981142,0.00729611,0.002094844,0.682244846,0.999190467,DERMASON
39695,736.527,276.0798868,183.393943,1.505392612,0.747485135,40036,224.8137979,0.791730658,0.991482666,0.919535131,0.814307049,0.006955029,0.00188639,0.66309597,0.998219774,DERMASON
45858,801.817,294.4552843,199.3083435,1.477385639,0.736101342,46305,241.6365433,0.758108778,0.990346615,0.89634346,0.8206222,0.006421023,0.00179621,0.673420795,0.994902212,SIRA
24192,577.564,212.4681236,145.44657,1.460798447,0.728959209,24463,175.505587,0.776280323,0.988922046,0.911342045,0.826032555,0.008782578,0.002522263,0.682329782,0.996746286,DERMASON
27528,621.479,240.1646543,146.1837772,1.642895395,0.793414681,27819,187.215753,0.786829017,0.989539523,0.895636135,0.779530833,0.008724377,0.001987227,0.60766832,0.998335484,DERMASON
43298,778.205,296.6967505,186.3900285,1.591805918,0.77803794,43736,234.7950719,0.685713381,0.989985367,0.898441215,0.791363813,0.006852435,0.00165779,0.626256685,0.996879098,SIRA
27980,613.77,220.7632719,161.9728633,1.362964557,0.679479175,28333,188.7465032,0.818559476,0.98754103,0.933353714,0.854972395,0.007890038,0.002600562,0.730977796,0.996296827,DERMASON
32757,687.218,270.5807894,154.4605336,1.751779455,0.82105568,33093,204.2241606,0.807140745,0.989846795,0.871615475,0.754762232,0.008260243,0.001653534,0.569666027,0.997929243,DERMASON
40884,733.137,249.6225809,208.7019391,1.196072169,0.548622855,41251,228.1559238,0.755809439,0.991103246,0.955857094,0.914003545,0.00610563,0.002628462,0.835402479,0.999201656,SEKER
28122,637.267,235.1853484,153.6554193,1.530602366,0.757066738,28520,189.2248464,0.734140866,0.986044881,0.870188237,0.804577528,0.008363038,0.0021618,0.647344999,0.990827788,DERMASON
32240,664.568,253.9243151,161.8962686,1.568438342,0.770386748,32548,202.6061276,0.761023511,0.990537053,0.917330949,0.797899671,0.007876064,0.001969165,0.636643885,0.99853668,DERMASON
35351,697.598,246.2981369,183.073923,1.345348004,0.668955891,35802,212.1562894,0.772598129,0.987402938,0.912853561,0.861380001,0.006967218,0.00236602,0.741975507,0.998215267,DERMASON
35302,679.016,235.9340907,190.7405476,1.236937262,0.588567005,35644,212.0092036,0.781674859,0.990405117,0.962164123,0.898595039,0.006683307,0.002687987,0.807473045,0.998793498,SEKER
38834,713.685,248.8086305,198.8165004,1.251448597,0.601232724,39151,222.3622821,0.772600668,0.991903144,0.958095615,0.893708074,0.006406979,0.002521249,0.798714122,0.999549667,SEKER
38970,749.433,276.1799258,180.1700486,1.532884783,0.75790516,39525,222.7513076,0.78870674,0.985958254,0.871915995,0.806544165,0.007086988,0.001849925,0.65051349,0.99716223,SIRA
38496,725.915,272.3135632,180.6284812,1.507589287,0.748344177,38911,221.3924784,0.792539065,0.989334635,0.918023775,0.813005698,0.007073815,0.001906373,0.660978265,0.996483751,DERMASON
53344,868.816,327.2365278,208.6604222,1.568273103,0.770331147,54149,260.6140638,0.785336768,0.985133613,0.888054914,0.796408841,0.006134458,0.0015223,0.634267042,0.994703942,SIRA
30057,642.063,239.8814209,160.0678124,1.498623723,0.744807935,30433,195.6265856,0.805234817,0.987644991,0.916220929,0.815513702,0.007980884,0.002177488,0.665062598,0.996678587,DERMASON
34036,682.042,246.1563003,176.5725174,1.394080483,0.696745206,34425,208.1729597,0.767527342,0.988700073,0.919445815,0.845694217,0.007232234,0.002281947,0.715198709,0.997044562,DERMASON
29741,641.815,237.3907688,160.0058987,1.483637608,0.738713971,30077,194.5955223,0.807872005,0.988828673,0.907289125,0.819726577,0.007981936,0.002223126,0.671951661,0.996932755,DERMASON
41824,776.757,293.3454117,182.6543846,1.606013523,0.782492696,42377,230.7638852,0.818697882,0.986950468,0.871094112,0.786662671,0.007013806,0.001656867,0.618838159,0.993862451,SIRA
30673,644.678,232.9486738,167.9214928,1.387247516,0.693089133,31069,197.6210428,0.733452893,0.987254176,0.92742846,0.848345859,0.007594584,0.002426473,0.719690696,0.998389131,DERMASON
40024,724.462,240.429845,212.0852829,1.133647001,0.471045708,40386,225.743526,0.766655174,0.991036498,0.958294803,0.938916406,0.006007142,0.002879754,0.881564018,0.999382406,SEKER
30640,655.654,243.9888038,160.5221912,1.519969307,0.75309829,31034,197.5147074,0.718237225,0.987304247,0.895672406,0.809523652,0.007963081,0.002109498,0.655328543,0.996079271,DERMASON
41418,782.706,296.516688,179.2053998,1.654619159,0.796704774,42087,229.6411014,0.751278796,0.984104355,0.849574878,0.774462655,0.007159126,0.001588699,0.599792404,0.992428003,SIRA
37413,713.916,268.288886,178.0218441,1.507055987,0.748136058,37777,218.2560677,0.748994014,0.990364508,0.922440085,0.813511402,0.007171007,0.001937379,0.661800801,0.997370859,DERMASON
37114,702.71,238.4466035,198.3914395,1.201899659,0.554751318,37525,217.3821806,0.762532873,0.989047302,0.944485641,0.911659791,0.006424708,0.002737564,0.831123574,0.99892714,SEKER
34940,690.354,258.4906996,172.3981294,1.499382276,0.74511024,35264,210.9193915,0.772461974,0.99081216,0.921274549,0.815965107,0.007398131,0.002022964,0.665799057,0.998287305,DERMASON
39981,735.873,265.14156,192.3302998,1.378574049,0.688341033,40402,225.622229,0.791765684,0.989579724,0.927807288,0.85095007,0.006631689,0.002144965,0.724116022,0.998247556,DERMASON
45081,795.047,295.8158994,194.4432888,1.521347953,0.753618713,45531,239.5807002,0.711011924,0.990116624,0.896226536,0.809897983,0.006561875,0.001741522,0.655934743,0.997904978,SIRA
41368,755.456,279.4704018,188.7746711,1.480444384,0.73738485,41755,229.5024477,0.808979975,0.990731649,0.910869246,0.821204844,0.006755715,0.001895209,0.674377396,0.998378228,DERMASON
30335,645.199,243.7866974,158.8603682,1.534597333,0.758531187,30679,196.5291876,0.734645936,0.988787118,0.915727997,0.806152221,0.008036483,0.002093698,0.649881404,0.997306269,DERMASON
52156,870.899,342.1205085,195.1835561,1.752814199,0.821289874,52843,257.6957153,0.796031746,0.986999224,0.864128954,0.753230832,0.006559562,0.001302468,0.567356687,0.994470856,SIRA
34821,693.661,263.3403706,168.5880967,1.562034187,0.768215901,35164,210.5599064,0.767252776,0.990245706,0.909403346,0.799573214,0.007562688,0.001906729,0.639317324,0.998635517,DERMASON
42420,775.479,279.8956629,193.8871989,1.443600529,0.72121392,42942,232.4022837,0.703097807,0.987844069,0.886421834,0.830317559,0.0065982,0.00193456,0.68942725,0.995257542,SIRA
40248,726.411,258.65391,198.817381,1.300962263,0.639655401,40574,226.3743475,0.808452515,0.991965298,0.95849388,0.875201722,0.006426503,0.002325879,0.765978055,0.996508544,SEKER
53230,885.093,336.3659332,202.5943609,1.660292674,0.798267222,54029,260.3354393,0.685829876,0.985211646,0.853863636,0.77396494,0.006319105,0.001398687,0.599021728,0.994551387,SIRA
40362,760.534,277.919317,185.9394585,1.494676381,0.743225365,40984,226.6947165,0.732217042,0.984823346,0.876890316,0.815685354,0.006885668,0.001880254,0.665342597,0.994471865,SIRA
35808,739.41,295.8537985,154.9226685,1.909686951,0.851935931,36355,213.523211,0.804258473,0.984953927,0.823036867,0.721718673,0.008262226,0.001382766,0.520877843,0.994713621,DERMASON
44212,768.598,268.3170822,210.2958866,1.275902665,0.621065272,44579,237.2603354,0.752365394,0.991767424,0.940484246,0.884253561,0.006068875,0.002288733,0.78190436,0.997633857,SEKER
34102,681.596,245.146993,177.5113487,1.381021522,0.689693237,34442,208.3746985,0.783197832,0.990128332,0.922434734,0.849998998,0.00718864,0.002314729,0.722498297,0.997785698,DERMASON
39951,725.181,247.9193354,205.563491,1.206047505,0.559019163,40307,225.5375646,0.761885691,0.991167787,0.954651116,0.90972156,0.006205585,0.002621781,0.827593317,0.998116855,SEKER
33911,686.717,260.061908,166.5262932,1.561686765,0.768097193,34270,207.7903419,0.742587483,0.989524365,0.903638786,0.799003374,0.007668954,0.001928015,0.638406391,0.996990812,DERMASON
33364,682.308,247.8502632,171.7739074,1.442886565,0.720884544,33812,206.1076519,0.726283251,0.986750266,0.900589854,0.831581332,0.007428674,0.002191341,0.691527511,0.997795755,DERMASON
38261,734.029,271.8838261,179.5208841,1.514496921,0.751014893,38662,220.7156955,0.713931184,0.989628059,0.892359279,0.811801491,0.00710603,0.001903734,0.659021661,0.998086276,DERMASON
52377,888.1,346.0571882,194.580319,1.77847991,0.826948324,53242,258.2411037,0.738224101,0.983753428,0.834500774,0.74623823,0.006607045,0.001263854,0.556871496,0.990384769,SIRA
38354,715.527,253.6098213,192.8160004,1.315294482,0.649588466,38702,220.9837766,0.79630437,0.991008217,0.941387604,0.871353386,0.006612343,0.002351324,0.759256724,0.998646179,SEKER
25368,599.1,227.0648223,142.7169297,1.591015325,0.77778578,25794,179.7207299,0.766914566,0.983484531,0.888172769,0.791495257,0.008950837,0.002166889,0.626464742,0.996715005,DERMASON
42215,767.14,282.8846158,190.5816345,1.48432254,0.738997634,42674,231.840047,0.789360509,0.989244036,0.901420439,0.819556929,0.006701045,0.001864828,0.67167356,0.996980205,SIRA
